seqName,samplingDate,days_since_tmrca,PC1,PC2,PC3,PC4,PC5,PC6,PC7,displacement_2pc,displacement_npc
hCoV-19/mink/USA/WI/MP02N-205/2022-08-21,2022-08-21,84,-1.539436617621635,-0.3662980814996474,-0.47026515224064797,-0.7524925051629001,0.06081385828270258,-0.3239732169992718,-0.5314890692755923,2.492744153630623,2.7925354958041915
hCoV-19/mink/USA/WI/MP02N-206/2022-08-21,2022-08-21,84,-1.5499635775677572,-0.6400585277448744,-0.23493487862911389,-0.6381301451202753,0.07432982872930724,-0.3700104862935589,-0.5542918465943211,2.557448742567033,2.785134288517371
hCoV-19/mink/USA/WI/MP02N-232/2022-08-21,2022-08-21,84,-1.399616431314684,-0.34665340634740704,-0.5879532833928196,-0.8249433445686284,-0.06338016700624668,-0.514943542387615,-0.5962042258598865,2.3515547012371623,2.7611259352846833
hCoV-19/mink/USA/WI/MP02N-236/2022-08-21,2022-08-21,84,-1.1773582773954283,-0.3100902924212462,-0.44149311877443975,-1.2245720444436814,0.49730082400428594,-0.41237079348298666,-0.18101385514375465,2.1263398258749935,2.680832524111763
hCoV-19/mink/USA/WI/MP02N-237/2022-08-21,2022-08-21,84,-1.1773582773954283,-0.3100902924212462,-0.44149311877443975,-1.2245720444436814,0.49730082400428594,-0.41237079348298666,-0.18101385514375465,2.1263398258749935,2.680832524111763
hCoV-19/mink/USA/WI/MP02N-245/2022-08-21,2022-08-21,84,-0.4698758114682222,-0.5262127993125978,-0.7499927541640969,-0.6180389218307126,-0.22467913533778475,-0.21485886426155443,-0.4298903493365795,1.4917035685993747,1.972093837178061
hCoV-19/mink/USA/WI/MP03N-017/2022-08-28,2022-08-28,91,-2.603453248282757,-0.36030404615281203,-0.29365586295857504,0.5771591913182419,-0.49656068151495575,0.3396814792681433,0.3544676792752201,3.5481066553382865,3.6664785738470624
hCoV-19/mink/USA/WI/MP03N-023/2022-08-28,2022-08-28,91,-0.9390895602870195,-0.47853495816209557,-0.5315714582092672,0.014845297811276345,-0.6811650084953893,0.2632700019478254,-1.323401307891668,1.9255965219588485,2.559740592898132
hCoV-19/mink/USA/WI/MP03N-026/2022-08-28,2022-08-28,91,-1.0493967363617513,-0.559449730042541,-0.3331005794517829,-1.1787194960211054,0.37368960274071766,-0.6539618289989254,-0.2769966547871795,2.0531486749713155,2.611023600496207
hCoV-19/mink/USA/WI/MP03N-027/2022-08-28,2022-08-28,91,-1.8883484727487065,-0.42046195097519834,-0.49799092994444843,-0.2975794945832381,-0.3598008541399143,-0.23879009784223787,-0.8692197301662721,2.845827316927007,3.1100572307609187
hCoV-19/mink/USA/WI/MP03N-042/2022-08-28,2022-08-28,91,-1.0649698338475884,-0.22764882673173586,-0.6437087310933862,-0.00848716016163227,-0.577456704424955,0.5221672984250239,-1.2471619922690824,2.0042355663893896,2.6324241689819976
hCoV-19/mink/USA/WI/MP03N-043/2022-08-28,2022-08-28,91,0.11582085300209514,-0.11547591925037229,-0.26579487935861207,0.7304463806335562,-0.44372687839614494,0.5651323686179711,0.17516882359321884,0.818621572872442,1.3224636422972533
hCoV-19/mink/USA/WI/MP03N-051/2022-08-28,2022-08-28,91,-0.3739651282853802,-0.228265584257758,-1.0874715882411823,-0.8128873077376843,-0.3508778921709282,-0.3737793458793901,-0.4802662332374111,1.3200614954608896,2.1573107754994814
hCoV-19/mink/USA/WI/MP03N-056/2022-08-28,2022-08-28,91,-2.6329431666064944,-0.6240005846191787,-0.06367197585505907,0.7115384054771555,-0.4936702834445483,0.30738474151669215,0.3486023983780963,3.6134404533469593,3.723952302728338
hCoV-19/mink/USA/WI/MP03N-060/2022-08-28,2022-08-28,91,-1.4842830295842688,-0.3258406955594248,-0.56950059161939,-0.15571010824670922,-0.4666134473353509,0.1346426984741037,-1.0546913958278366,2.4324719618415576,2.8158989768037186
hCoV-19/mink/USA/WI/MP03N-069/2022-08-28,2022-08-28,91,-1.3400304235102056,-0.054120813073428475,-0.8987169693000339,-0.3646364113998403,-0.573436779493194,-0.03430836636045976,-1.0695316518132951,2.267096710788228,2.829418655924013
hCoV-19/mink/USA/WI/MP03N-103/2022-08-28,2022-08-28,91,-2.57499806393529,-0.10586001780807229,-0.5155701399882833,0.44749503730525475,-0.4993496621092081,0.3708449981511224,0.36012716084262014,3.5030092217518773,3.6473659197698107
hCoV-19/mink/USA/WI/MP03N-118/2022-08-28,2022-08-28,91,-1.1128628432044683,-0.8601859649447388,-0.3114904982485903,-0.305656936925577,-0.2990252701301945,0.3655951861015062,-1.3600565104854343,2.212769804747543,2.737555217765983
hCoV-19/mink/USA/WI/MP03N-149/2022-08-28,2022-08-28,91,-1.8655338780770143,-0.6475231956736668,0.3271113052751372,-1.5973067268456578,1.2355394037255851,-0.6978397385481738,0.026090998371575587,2.865778486081022,3.6451476916513657
hCoV-19/mink/USA/WI/MP03N-152/2022-08-28,2022-08-28,91,-1.2797222763343221,-0.8451981473022028,-0.2601948252088734,-0.6809225738936738,-0.1619903910926943,-0.7930558417972872,-0.7040817823689178,2.3620397688768233,2.7476402107612192
hCoV-19/mink/USA/WI/MP03N-157/2022-08-28,2022-08-28,91,-1.418159745314893,0.411830110565111,0.8398389915880906,-0.7170885065822389,-0.09115810412211647,-0.2994851017461812,-1.036284090267738,2.3807464047414153,2.8497999279908113
hCoV-19/mink/USA/WI/MP03N-159/2022-08-28,2022-08-28,91,-1.790989518548257,-0.4375894824365221,-0.518629001219219,-0.9500939237298065,0.032610347825681535,-0.8638771837303699,-0.4252839725016747,2.752229746895631,3.177396972113602
hCoV-19/mink/USA/WI/MP03N-170/2022-08-28,2022-08-28,91,-2.228639010904891,-1.1310726960303785,0.4112298451606387,-0.17211476020651506,0.34963021648231296,-0.5147126991800633,1.1202146258958101,3.351238926986026,3.5978196954392017
hCoV-19/mink/USA/WI/MP03N-172/2022-08-28,2022-08-28,91,-1.5499635775677572,-0.6400585277448744,-0.23493487862911389,-0.6381301451202753,0.07432982872930724,-0.3700104862935589,-0.5542918465943211,2.557448742567033,2.785134288517371
